id,country_id,league_id,season,stage,date,match_api_id,home_team_api_id,away_team_api_id
1320,1,1,2014/2015,17,29/11/2014 00:00,1717952,9984,9987
1321,1,1,2014/2015,18,07/12/2014 00:00,1717953,8342,10000
1322,1,1,2014/2015,18,07/12/2014 00:00,1717954,9991,9987
1323,1,1,2014/2015,18,06/12/2014 00:00,1717955,8573,9989
1324,1,1,2014/2015,18,07/12/2014 00:00,1717956,9986,9985
1325,1,1,2014/2015,18,06/12/2014 00:00,1717957,274581,8635
1326,1,1,2014/2015,18,06/12/2014 00:00,1717958,9994,9984
1327,1,1,2014/2015,18,06/12/2014 00:00,1717959,8571,8203
1328,1,1,2014/2015,18,05/12/2014 00:00,1717960,10001,8475
1329,1,1,2014/2015,19,14/12/2014 00:00,1717961,8635,8573
1330,1,1,2014/2015,19,14/12/2014 00:00,1717962,9985,8342
1331,1,1,2014/2015,19,13/12/2014 00:00,1717963,9987,8571
1332,1,1,2014/2015,19,14/12/2014 00:00,1717964,10000,9994
1333,1,1,2014/2015,19,12/12/2014 00:00,1717965,8203,9991
1334,1,1,2014/2015,19,13/12/2014 00:00,1717966,9989,10001
1335,1,1,2014/2015,19,13/12/2014 00:00,1717967,8475,9986
1336,1,1,2014/2015,19,13/12/2014 00:00,1717968,9984,274581
1337,1,1,2014/2015,2,03/08/2014 00:00,1717825,8342,9989
1338,1,1,2014/2015,2,02/08/2014 00:00,1717826,9987,9984
1339,1,1,2014/2015,2,03/08/2014 00:00,1717827,9991,8203
1340,1,1,2014/2015,2,01/08/2014 00:00,1717828,8573,8635
1341,1,1,2014/2015,2,02/08/2014 00:00,1717829,9986,10001
1342,1,1,2014/2015,2,02/08/2014 00:00,1717830,274581,8475
1343,1,1,2014/2015,2,03/08/2014 00:00,1717831,9994,10000
1344,1,1,2014/2015,2,02/08/2014 00:00,1717832,8571,9985
1345,1,1,2014/2015,20,21/12/2014 00:00,1717969,8342,9987
1346,1,1,2014/2015,20,21/12/2014 00:00,1717970,9991,9985
1347,1,1,2014/2015,20,20/12/2014 00:00,1717971,8573,9984
1348,1,1,2014/2015,20,20/12/2014 00:00,1717972,9986,9989
1349,1,1,2014/2015,20,20/12/2014 00:00,1717973,274581,10000
1350,1,1,2014/2015,20,21/12/2014 00:00,1717974,9994,8571
1351,1,1,2014/2015,20,20/12/2014 00:00,1717975,10001,8203
1352,1,1,2014/2015,20,20/12/2014 00:00,1717976,8475,8635
1353,1,1,2014/2015,21,26/12/2014 00:00,1717977,8635,10001
1354,1,1,2014/2015,21,27/12/2014 00:00,1717978,9985,9994
1355,1,1,2014/2015,21,03/02/2015 00:00,1717979,9987,8573
1356,1,1,2014/2015,21,26/12/2014 00:00,1717980,10000,9986
1357,1,1,2014/2015,21,26/12/2014 00:00,1717981,8571,9991
1358,1,1,2014/2015,21,26/12/2014 00:00,1717982,8203,274581
1359,1,1,2014/2015,21,26/12/2014 00:00,1717983,9989,8342
1360,1,1,2014/2015,21,27/12/2014 00:00,1717984,9984,8475
1361,1,1,2014/2015,22,16/01/2015 00:00,1717985,8342,8203
1362,1,1,2014/2015,22,18/01/2015 00:00,1717986,8635,9989
1363,1,1,2014/2015,22,17/01/2015 00:00,1717987,8573,8571
1364,1,1,2014/2015,22,17/01/2015 00:00,1717988,9986,9984
1365,1,1,2014/2015,22,17/01/2015 00:00,1717989,274581,9991
1366,1,1,2014/2015,22,18/01/2015 00:00,1717990,9994,9987
1367,1,1,2014/2015,22,18/01/2015 00:00,1717991,10001,9985
1368,1,1,2014/2015,22,17/01/2015 00:00,1717992,8475,10000
1369,1,1,2014/2015,23,25/01/2015 00:00,1717993,9985,8635
1370,1,1,2014/2015,23,23/01/2015 00:00,1717994,9987,274581
1371,1,1,2014/2015,23,25/01/2015 00:00,1717995,9991,8573
1372,1,1,2014/2015,23,24/01/2015 00:00,1717996,10000,10001
1373,1,1,2014/2015,23,24/01/2015 00:00,1717997,8571,9986
1374,1,1,2014/2015,23,24/01/2015 00:00,1717998,8203,9994
1375,1,1,2014/2015,23,24/01/2015 00:00,1717999,9989,8475
1376,1,1,2014/2015,23,25/01/2015 00:00,1718000,9984,8342
1377,1,1,2014/2015,24,30/01/2015 00:00,1718001,8342,8573
1378,1,1,2014/2015,24,01/02/2015 00:00,1718002,8635,10000
1379,1,1,2014/2015,24,31/01/2015 00:00,1718003,9986,9987
1380,1,1,2014/2015,24,31/01/2015 00:00,1718004,274581,8571
1381,1,1,2014/2015,24,01/02/2015 00:00,1718005,9994,9991
1382,1,1,2014/2015,24,01/02/2015 00:00,1718006,9989,9985
1383,1,1,2014/2015,24,31/01/2015 00:00,1718007,10001,9984
1384,1,1,2014/2015,24,31/01/2015 00:00,1718008,8475,8203
1385,1,1,2014/2015,25,06/02/2015 00:00,1718009,9985,274581
1386,1,1,2014/2015,25,08/02/2015 00:00,1718010,9987,8475
1387,1,1,2014/2015,25,07/02/2015 00:00,1718011,9991,10001
1388,1,1,2014/2015,25,07/02/2015 00:00,1718012,8573,9994
1389,1,1,2014/2015,25,07/02/2015 00:00,1718013,10000,9989
1390,1,1,2014/2015,25,08/02/2015 00:00,1718014,8571,8342
1391,1,1,2014/2015,25,07/02/2015 00:00,1718015,8203,9986
1392,1,1,2014/2015,25,08/02/2015 00:00,1718016,9984,8635
1393,1,1,2014/2015,26,15/02/2015 00:00,1718017,8635,8203
1394,1,1,2014/2015,26,15/02/2015 00:00,1718018,8342,9994
1395,1,1,2014/2015,26,15/02/2015 00:00,1718019,9986,9991
1396,1,1,2014/2015,26,14/02/2015 00:00,1718020,10000,9985
1397,1,1,2014/2015,26,14/02/2015 00:00,1718021,274581,8573
1398,1,1,2014/2015,26,14/02/2015 00:00,1718022,9989,9984
1399,1,1,2014/2015,26,13/02/2015 00:00,1718023,10001,9987
1400,1,1,2014/2015,26,14/02/2015 00:00,1718024,8475,8571
1401,1,1,2014/2015,27,20/02/2015 00:00,1718025,9985,8475
1402,1,1,2014/2015,27,22/02/2015 00:00,1718026,9987,8635
1403,1,1,2014/2015,27,22/02/2015 00:00,1718027,9991,8342
1404,1,1,2014/2015,27,21/02/2015 00:00,1718028,8573,9986
1405,1,1,2014/2015,27,21/02/2015 00:00,1718029,9994,274581
1406,1,1,2014/2015,27,21/02/2015 00:00,1718030,8571,10001
1407,1,1,2014/2015,27,22/02/2015 00:00,1718031,8203,9989
1408,1,1,2014/2015,27,21/02/2015 00:00,1718032,9984,10000
1409,1,1,2014/2015,28,01/03/2015 00:00,1718033,8342,274581
1410,1,1,2014/2015,28,01/03/2015 00:00,1718034,8635,8571
1411,1,1,2014/2015,28,27/02/2015 00:00,1718035,9985,9984
1412,1,1,2014/2015,28,28/02/2015 00:00,1718036,9986,9994
1413,1,1,2014/2015,28,28/02/2015 00:00,1718037,10000,8203
1414,1,1,2014/2015,28,28/02/2015 00:00,1718038,9989,9987
1415,1,1,2014/2015,28,28/02/2015 00:00,1718039,10001,8573
1416,1,1,2014/2015,28,01/03/2015 00:00,1718040,8475,9991
1417,1,1,2014/2015,29,07/03/2015 00:00,1718041,8342,9986
1418,1,1,2014/2015,29,07/03/2015 00:00,1718042,9987,10000
1419,1,1,2014/2015,29,07/03/2015 00:00,1718043,9991,9989
1420,1,1,2014/2015,29,07/03/2015 00:00,1718044,8573,8475
1421,1,1,2014/2015,29,07/03/2015 00:00,1718045,274581,10001
1422,1,1,2014/2015,29,07/03/2015 00:00,1718046,9994,8635
1423,1,1,2014/2015,29,07/03/2015 00:00,1718047,8571,9984
1424,1,1,2014/2015,29,07/03/2015 00:00,1718048,8203,9985
1425,1,1,2014/2015,3,10/08/2014 00:00,1717833,8635,9986
1426,1,1,2014/2015,3,10/08/2014 00:00,1717834,9985,9991
1427,1,1,2014/2015,3,08/08/2014 00:00,1717835,9987,9994
1428,1,1,2014/2015,3,10/08/2014 00:00,1717836,10000,8342
1429,1,1,2014/2015,3,09/08/2014 00:00,1717837,8203,8571
1430,1,1,2014/2015,3,09/08/2014 00:00,1717838,9989,274581
1431,1,1,2014/2015,3,09/08/2014 00:00,1717839,8475,10001
1432,1,1,2014/2015,3,09/08/2014 00:00,1717840,9984,8573
1433,1,1,2014/2015,30,15/03/2015 00:00,1718049,9986,274581
1434,1,1,2014/2015,30,15/03/2015 00:00,1718050,8635,9991
1435,1,1,2014/2015,30,15/03/2015 00:00,1718051,10000,8573
1436,1,1,2014/2015,30,15/03/2015 00:00,1718052,9985,9987
1437,1,1,2014/2015,30,15/03/2015 00:00,1718053,10001,8342
1438,1,1,2014/2015,30,15/03/2015 00:00,1718054,9984,8203
1439,1,1,2014/2015,30,15/03/2015 00:00,1718055,8475,9994
1440,1,1,2014/2015,30,15/03/2015 00:00,1718056,9989,8571
1441,1,1,2014/2015,4,15/08/2014 00:00,1717841,8342,9984
1442,1,1,2014/2015,4,17/08/2014 00:00,1717842,9991,10000
1443,1,1,2014/2015,4,16/08/2014 00:00,1717843,8573,8203
1444,1,1,2014/2015,4,16/08/2014 00:00,1717844,9986,8475
1445,1,1,2014/2015,4,15/08/2014 00:00,1717845,274581,9985
1446,1,1,2014/2015,4,16/08/2014 00:00,1717846,9994,9989
1447,1,1,2014/2015,4,16/08/2014 00:00,1717847,8571,9987
1448,1,1,2014/2015,4,17/08/2014 00:00,1717848,10001,8635
1449,1,1,2014/2015,5,24/08/2014 00:00,1717849,8635,8475
1450,1,1,2014/2015,5,23/08/2014 00:00,1717850,9985,10001
1451,1,1,2014/2015,5,22/08/2014 00:00,1717851,9987,9991
1452,1,1,2014/2015,5,23/08/2014 00:00,1717852,10000,274581
1453,1,1,2014/2015,5,23/08/2014 00:00,1717853,8571,8573
1454,1,1,2014/2015,5,24/08/2014 00:00,1717854,8203,8342
1455,1,1,2014/2015,5,23/08/2014 00:00,1717855,9989,9986
1456,1,1,2014/2015,5,24/08/2014 00:00,1717856,9984,9994
1457,1,1,2014/2015,6,31/08/2014 00:00,1717857,8342,8635
1458,1,1,2014/2015,6,29/08/2014 00:00,1717858,9991,8571
1459,1,1,2014/2015,6,30/08/2014 00:00,1717859,8573,9987
1460,1,1,2014/2015,6,31/08/2014 00:00,1717860,9986,8203
1461,1,1,2014/2015,6,30/08/2014 00:00,1717861,274581,9984
1462,1,1,2014/2015,6,31/08/2014 00:00,1717862,9994,9985
1463,1,1,2014/2015,6,30/08/2014 00:00,1717863,10001,10000
1464,1,1,2014/2015,6,30/08/2014 00:00,1717864,8475,9989
1465,1,1,2014/2015,7,13/09/2014 00:00,1717865,9985,8573
1466,1,1,2014/2015,7,14/09/2014 00:00,1717866,9987,8342
1467,1,1,2014/2015,7,14/09/2014 00:00,1717867,9991,274581
1468,1,1,2014/2015,7,13/09/2014 00:00,1717868,10000,8475
1469,1,1,2014/2015,7,14/09/2014 00:00,1717869,8571,9994
1470,1,1,2014/2015,7,13/09/2014 00:00,1717870,8203,10001
1471,1,1,2014/2015,7,13/09/2014 00:00,1717871,9989,8635
1472,1,1,2014/2015,7,13/09/2014 00:00,1717872,9984,9986
1473,1,1,2014/2015,8,21/09/2014 00:00,1717873,8342,8571
1474,1,1,2014/2015,8,20/09/2014 00:00,1717874,8635,9984
1475,1,1,2014/2015,8,20/09/2014 00:00,1717875,8573,9991
1476,1,1,2014/2015,8,19/09/2014 00:00,1717876,9986,10000
1477,1,1,2014/2015,8,20/09/2014 00:00,1717877,274581,9987
1478,1,1,2014/2015,8,21/09/2014 00:00,1717878,9994,8203
1479,1,1,2014/2015,8,20/09/2014 00:00,1717879,10001,9989
1480,1,1,2014/2015,8,21/09/2014 00:00,1717880,8475,9985
1481,1,1,2014/2015,9,28/09/2014 00:00,1717881,9985,9989
1482,1,1,2014/2015,9,27/09/2014 00:00,1717882,9987,9986
1483,1,1,2014/2015,9,28/09/2014 00:00,1717883,9991,9994
1484,1,1,2014/2015,9,28/09/2014 00:00,1717884,8573,8342
1485,1,1,2014/2015,9,27/09/2014 00:00,1717885,10000,8635
1486,1,1,2014/2015,9,27/09/2014 00:00,1717886,8571,274581
1487,1,1,2014/2015,9,27/09/2014 00:00,1717887,8203,8475
1488,1,1,2014/2015,9,27/09/2014 00:00,1717888,9984,10001
1489,1,1,2015/2016,1,24/07/2015 00:00,1979832,9997,8342
1490,1,1,2015/2016,1,25/07/2015 00:00,1979833,8571,9985
1491,1,1,2015/2016,1,25/07/2015 00:00,1979834,9987,1773
1492,1,1,2015/2016,1,25/07/2015 00:00,1979835,8573,8203
1493,1,1,2015/2016,1,25/07/2015 00:00,1979836,10000,9994
1494,1,1,2015/2016,1,26/07/2015 00:00,1979837,10001,9991
1495,1,1,2015/2016,1,26/07/2015 00:00,1979838,8635,8475
1496,1,1,2015/2016,1,26/07/2015 00:00,1979839,9986,274581
1497,1,1,2015/2016,10,04/10/2015 00:00,1979896,8635,8203
1498,1,1,2015/2016,10,04/10/2015 00:00,1979897,9991,8342
1499,1,1,2015/2016,10,04/10/2015 00:00,1979898,9987,9985
1500,1,1,2015/2016,10,02/10/2015 00:00,1979899,8573,9994
1501,1,1,2015/2016,10,03/10/2015 00:00,1979900,9986,10000
1502,1,1,2015/2016,10,03/10/2015 00:00,1979901,1773,274581
1503,1,1,2015/2016,10,03/10/2015 00:00,1979902,10001,8571
1504,1,1,2015/2016,10,03/10/2015 00:00,1979903,9997,8475
1505,1,1,2015/2016,11,18/10/2015 00:00,1979904,8342,8573
1506,1,1,2015/2016,11,17/10/2015 00:00,1979905,9985,10001
1507,1,1,2015/2016,11,17/10/2015 00:00,1979906,8203,9997
1508,1,1,2015/2016,11,18/10/2015 00:00,1979907,10000,8635
1509,1,1,2015/2016,11,16/10/2015 00:00,1979908,274581,9991
1510,1,1,2015/2016,11,17/10/2015 00:00,1979909,9994,1773
1511,1,1,2015/2016,11,18/10/2015 00:00,1979910,8571,9986
1512,1,1,2015/2016,11,17/10/2015 00:00,1979911,8475,9987
1513,1,1,2015/2016,12,25/10/2015 00:00,1979912,8635,8342
1514,1,1,2015/2016,12,24/10/2015 00:00,1979913,9991,8573
1515,1,1,2015/2016,12,23/10/2015 00:00,1979914,9987,274581
1516,1,1,2015/2016,12,24/10/2015 00:00,1979915,8203,10000
1517,1,1,2015/2016,12,25/10/2015 00:00,1979916,9986,9985
1518,1,1,2015/2016,12,24/10/2015 00:00,1979917,1773,8475
1519,1,1,2015/2016,12,24/10/2015 00:00,1979918,10001,9994
1520,1,1,2015/2016,12,25/10/2015 00:00,1979919,9997,8571
1521,1,1,2015/2016,13,28/10/2015 00:00,1979920,8342,1773
1522,1,1,2015/2016,13,28/10/2015 00:00,1979921,9985,8203
1523,1,1,2015/2016,13,27/10/2015 00:00,1979922,8573,9987
1524,1,1,2015/2016,13,28/10/2015 00:00,1979923,10000,9997
1525,1,1,2015/2016,13,27/10/2015 00:00,1979924,274581,10001
1526,1,1,2015/2016,13,27/10/2015 00:00,1979925,9994,9991
1527,1,1,2015/2016,13,29/10/2015 00:00,1979926,8571,8635
1528,1,1,2015/2016,13,28/10/2015 00:00,1979927,8475,9986
1529,1,1,2015/2016,14,01/11/2015 00:00,1979928,8635,274581
1530,1,1,2015/2016,14,30/10/2015 00:00,1979929,9987,9994
1531,1,1,2015/2016,14,31/10/2015 00:00,1979930,8203,8475
1532,1,1,2015/2016,14,01/11/2015 00:00,1979931,10000,8571
1533,1,1,2015/2016,14,31/10/2015 00:00,1979932,9986,8573
1534,1,1,2015/2016,14,31/10/2015 00:00,1979933,1773,9991
1535,1,1,2015/2016,14,31/10/2015 00:00,1979934,10001,8342
1536,1,1,2015/2016,14,01/11/2015 00:00,1979935,9997,9985
1537,1,1,2015/2016,15,08/11/2015 00:00,1979936,8342,9987
1538,1,1,2015/2016,15,08/11/2015 00:00,1979937,9985,8635
1539,1,1,2015/2016,15,08/11/2015 00:00,1979938,9991,9986
1540,1,1,2015/2016,15,07/11/2015 00:00,1979939,8573,1773
1541,1,1,2015/2016,15,06/11/2015 00:00,1979940,274581,10000
1542,1,1,2015/2016,15,07/11/2015 00:00,1979941,9994,9997
1543,1,1,2015/2016,15,07/11/2015 00:00,1979942,8571,8203
1544,1,1,2015/2016,15,07/11/2015 00:00,1979943,8475,10001
1545,1,1,2015/2016,16,21/11/2015 00:00,1979944,8342,10000
1546,1,1,2015/2016,16,22/11/2015 00:00,1979945,9985,8571
1547,1,1,2015/2016,16,20/11/2015 00:00,1979946,9991,10001
1548,1,1,2015/2016,16,22/11/2015 00:00,1979947,8203,8573
1549,1,1,2015/2016,16,22/12/2015 00:00,1979948,274581,9986
1550,1,1,2015/2016,16,23/12/2015 00:00,1979949,9994,8635
1551,1,1,2015/2016,16,21/11/2015 00:00,1979950,1773,9987
1552,1,1,2015/2016,16,21/11/2015 00:00,1979951,8475,9997
1553,1,1,2015/2016,17,29/11/2015 00:00,1979952,8635,1773
1554,1,1,2015/2016,17,28/11/2015 00:00,1979953,9987,9991
1555,1,1,2015/2016,17,29/11/2015 00:00,1979954,8203,8342
1556,1,1,2015/2016,17,27/11/2015 00:00,1979955,10000,9985
1557,1,1,2015/2016,17,28/11/2015 00:00,1979956,8571,8475
1558,1,1,2015/2016,17,28/11/2015 00:00,1979957,9986,9994
1559,1,1,2015/2016,17,29/11/2015 00:00,1979958,10001,8573
1560,1,1,2015/2016,17,28/11/2015 00:00,1979959,9997,274581
1561,1,1,2015/2016,18,06/12/2015 00:00,1979960,8342,9986
1562,1,1,2015/2016,18,04/12/2015 00:00,1979961,9991,10000
1563,1,1,2015/2016,18,06/12/2015 00:00,1979962,9987,8635
1564,1,1,2015/2016,18,05/12/2015 00:00,1979963,8573,9997
1565,1,1,2015/2016,18,05/12/2015 00:00,1979964,274581,8203
1566,1,1,2015/2016,18,06/12/2015 00:00,1979965,9994,8571
1567,1,1,2015/2016,18,05/12/2015 00:00,1979966,1773,10001
1568,1,1,2015/2016,18,05/12/2015 00:00,1979967,8475,9985
1569,1,1,2015/2016,19,13/12/2015 00:00,1979968,8635,8573
1570,1,1,2015/2016,19,13/12/2015 00:00,1979969,9985,8342
1571,1,1,2015/2016,19,12/12/2015 00:00,1979970,8203,9994
1572,1,1,2015/2016,19,12/12/2015 00:00,1979971,10000,8475
1573,1,1,2015/2016,19,12/12/2015 00:00,1979972,8571,274581
1574,1,1,2015/2016,19,12/12/2015 00:00,1979973,9986,1773
1575,1,1,2015/2016,19,11/12/2015 00:00,1979974,10001,9987
1576,1,1,2015/2016,19,13/12/2015 00:00,1979975,9997,9991
1577,1,1,2015/2016,2,31/07/2015 00:00,1979840,9991,9987
1578,1,1,2015/2016,2,01/08/2015 00:00,1979841,8342,8203
1579,1,1,2015/2016,2,01/08/2015 00:00,1979842,8475,8571
1580,1,1,2015/2016,2,01/08/2015 00:00,1979843,8573,10001
1581,1,1,2015/2016,2,01/08/2015 00:00,1979844,274581,9997
1582,1,1,2015/2016,2,02/08/2015 00:00,1979845,9994,9986
1583,1,1,2015/2016,2,02/08/2015 00:00,1979846,9985,10000
1584,1,1,2015/2016,2,02/08/2015 00:00,1979847,1773,8635
1585,1,1,2015/2016,20,20/12/2015 00:00,1979976,8342,8635
1586,1,1,2015/2016,20,20/12/2015 00:00,1979977,9991,8571
1587,1,1,2015/2016,20,19/12/2015 00:00,1979978,9987,9997
1588,1,1,2015/2016,20,20/12/2015 00:00,1979979,8573,9985
1589,1,1,2015/2016,20,19/12/2015 00:00,1979980,274581,8475
1590,1,1,2015/2016,20,18/12/2015 00:00,1979981,9994,10000
1591,1,1,2015/2016,20,19/12/2015 00:00,1979982,1773,8203
1592,1,1,2015/2016,20,19/12/2015 00:00,1979983,10001,9986
1593,1,1,2015/2016,21,27/12/2015 00:00,1979984,8635,10001
1594,1,1,2015/2016,21,27/12/2015 00:00,1979985,9985,274581
1595,1,1,2015/2016,21,26/12/2015 00:00,1979986,8203,9991
1596,1,1,2015/2016,21,27/12/2015 00:00,1979987,10000,8573
1597,1,1,2015/2016,21,26/12/2015 00:00,1979988,8571,8342
1598,1,1,2015/2016,21,26/12/2015 00:00,1979989,9986,9987
1599,1,1,2015/2016,21,26/12/2015 00:00,1979990,8475,9994
1600,1,1,2015/2016,21,26/12/2015 00:00,1979991,9997,1773
1601,1,1,2015/2016,22,16/01/2016 00:00,1979992,8342,274581
1602,1,1,2015/2016,22,17/01/2016 00:00,1979993,9991,8635
1603,1,1,2015/2016,22,15/01/2016 00:00,1979994,9987,10000
1604,1,1,2015/2016,22,17/01/2016 00:00,1979995,8573,8475
1605,1,1,2015/2016,22,17/01/2016 00:00,1979996,9994,9985
1606,1,1,2015/2016,22,16/01/2016 00:00,1979997,9986,9997
1607,1,1,2015/2016,22,16/01/2016 00:00,1979998,1773,8571
1608,1,1,2015/2016,22,16/01/2016 00:00,1979999,10001,8203
1609,1,1,2015/2016,23,24/01/2016 00:00,1980000,8635,9986
1610,1,1,2015/2016,23,24/01/2016 00:00,1980001,9985,9991
1611,1,1,2015/2016,23,23/01/2016 00:00,1980002,8203,9987
1612,1,1,2015/2016,23,23/01/2016 00:00,1980003,10000,1773
1613,1,1,2015/2016,23,23/01/2016 00:00,1980004,274581,9994
1614,1,1,2015/2016,23,22/01/2016 00:00,1980005,8571,8573
1615,1,1,2015/2016,23,24/01/2016 00:00,1980006,8475,8342
1616,1,1,2015/2016,23,23/01/2016 00:00,1980007,9997,10001
1617,1,1,2015/2016,24,31/01/2016 00:00,1980008,8342,9994
1618,1,1,2015/2016,24,31/01/2016 00:00,1980009,9991,8475
1619,1,1,2015/2016,24,30/01/2016 00:00,1980010,9987,8571
1620,1,1,2015/2016,24,31/01/2016 00:00,1980011,8573,274581
1621,1,1,2015/2016,24,30/01/2016 00:00,1980012,9986,8203
1622,1,1,2015/2016,24,30/01/2016 00:00,1980013,1773,9985
